# Started @ 1435578711
Receiver -3 -3 -2.5 1
Transmitter 0 0 5
planes 0 -5 1 5 2 5 0 -5 1 -5 2 5 0 -5 1 -5 2 -5 0 -5 1 5 2 -5
planes 0 5 1 5 2 5 0 5 1 -5 2 5 0 5 1 -5 2 -5 0 5 1 5 2 -5
planes 1 -5 2 5 0 5 1 -5 2 -5 0 5 1 -5 2 -5 0 -5 1 -5 2 5 0 -5
planes 1 5 2 5 0 5 1 5 2 -5 0 5 1 5 2 -5 0 -5 1 5 2 5 0 -5
planes 2 -5 0 5 1 5 2 -5 0 -5 1 5 2 -5 0 -5 1 -5 2 -5 0 5 1 -5
planes 2 5 0 5 1 5 2 5 0 -5 1 5 2 5 0 -5 1 -5 2 5 0 5 1 -5
planes 0 2 1 5 2 5 0 2 1 -5 2 5 0 2 1 -5 2 -5 0 2 1 5 2 -5
planes 0 4 1 5 2 5 0 4 1 -5 2 5 0 4 1 -5 2 -5 0 4 1 5 2 -5
planes 1 -5 2 5 0 4 1 -5 2 -5 0 4 1 -5 2 -5 0 2 1 -5 2 5 0 2
planes 1 5 2 5 0 4 1 5 2 -5 0 4 1 5 2 -5 0 2 1 5 2 5 0 2
planes 2 -5 0 4 1 5 2 -5 0 2 1 5 2 -5 0 2 1 -5 2 -5 0 4 1 -5
planes 2 5 0 4 1 5 2 5 0 2 1 5 2 5 0 2 1 -5 2 5 0 4 1 -5
planes 0 -4 1 2 2 -1 0 -4 1 -2 2 -1 0 -4 1 -2 2 -5 0 -4 1 2 2 -5
planes 0 -1 1 2 2 -1 0 -1 1 -2 2 -1 0 -1 1 -2 2 -5 0 -1 1 2 2 -5
planes 1 -2 2 -1 0 -1 1 -2 2 -5 0 -1 1 -2 2 -5 0 -4 1 -2 2 -1 0 -4
planes 1 2 2 -1 0 -1 1 2 2 -5 0 -1 1 2 2 -5 0 -4 1 2 2 -1 0 -4
planes 2 -5 0 -1 1 2 2 -5 0 -4 1 2 2 -5 0 -4 1 -2 2 -5 0 -1 1 -2
planes 2 -1 0 -1 1 2 2 -1 0 -4 1 2 2 -1 0 -4 1 -2 2 -1 0 -1 1 -2
0 0 5 0
0 0 -5 0
4 0 1.06819 1
5 0 -0.439368 1
2 0 1.98489 2
4 0 1.06819 2
0 0 5 3
2 0 1.98489 3
4 0.803301 0.921988 4
5 1.11429 -0.656789 4
2 0.621986 1.84245 5
4 0.803301 0.921988 5
0 0 5 6
2 0.621986 1.84245 6
4 1.72727 0.408579 7
5 2.41585 -1.42181 7
2 1.37717 1.33922 8
4 1.72727 0.408579 8
0 0 5 9
2 1.37717 1.33922 9
0 0 5 10
3.93094 5 -4.58838 10
1.90918 5 -3.06859 11
1.90918 5 -3.0686 11
0 0 5 12
1.90918 5 -3.06859 12
0 0 5 13
0.316621 5 -2.55288 13
0 0 5 14
-1.21443 5 -2.75694 14
0 0 5 15
-2.99567 5 -3.78714 15
0 0 5 16
-4.94513 4.42105 -5 16
-3.62096 1.65185 -1 17
-3.97838 1.8149 -5 17
0 0 5 18
-3.62096 1.65185 -1 18
-3.94816 0.502041 -1 19
-4 0.508633 -1.5321 19
0 0 5 20
-3.94816 0.502041 -1 20
-3.91914 -0.693066 -1 21
-4 -0.707365 -1.83608 21
0 0 5 22
-3.91914 -0.693066 -1 22
-3.53653 -1.82564 -1 23
-3.87428 -2 -4.87018 23
0 0 5 24
-3.53653 -1.82564 -1 24
Time 2.86505e-008 1
0 0 5 25
-3.38415 -3.3348 -2.16262 25
0 0 5 26
-2.67485 -5 -3.54863 26
0 0 5 27
-0.960143 -5 -2.6755 27
0 0 5 28
0.561301 -5 -2.58513 28
2 -4.56033 -2.50706 29
3.51662 -5 -3.23083 29
0 0 5 30
2 -4.56033 -2.50706 30
4 -2.77615 -0.541736 31
5 -3.92831 -2.84167 31
2 -2.30432 0.400127 32
4 -2.77615 -0.541736 32
0 0 5 33
2 -2.30432 0.400127 33
4 -1.56287 0.524883 34
5 -2.18214 -1.24834 34
2 -1.23855 1.45356 35
4 -1.56287 0.524883 35
0 0 5 36
2 -1.23855 1.45356 36
4 -0.669617 0.966416 37
5 -0.928113 -0.590695 37
2 -0.516993 1.88578 38
4 -0.669617 0.966416 38
0 0 5 39
2 -0.516993 1.88578 39
4 0 2.50404 40
5 0 1.60961 40
2 0 3.21115 41
4 0 2.50404 41
0 0 5 42
2 0 3.21115 42
4 0.630804 2.45563 43
5 0.858214 1.53837 43
2 0.454819 3.16547 44
4 0.630804 2.45563 44
0 0 5 45
2 0.454819 3.16547 45
4 1.30624 2.29836 46
5 1.78586 1.30638 46
2 0.959246 3.01603 47
4 1.30624 2.29836 47
0 0 5 48
2 0.959246 3.01603 48
4 3.17436 0.432587 49
5 3.96795 -0.709266 49
4 3.17436 0.432588 50
4 3.17436 0.432587 50
0 0 5 51
4 3.17436 0.432588 51
4 3.13976 1.39894 52
5 4.3856 -0.029933 52
2 2.49167 2.14225 53
4 3.13976 1.39894 53
